"source","target"
5688527,3034912
5690404,3426431
5702892,72477
5702892,665521
5702892,2818557
5702892,5075098
5702892,5425017
5702892,5702894
5702892,5702895
5702892,5702896
5702892,5782648
5702892,6219627
5702892,6736451
5702892,7979843
5702892,8233887
5702892,10349238
5702892,10838833
5702892,13313172
5702892,31100964
5702892,31570805
5702892,32094156
5702894,5702892
5702895,5702892
5702896,5702892
5705010,2961254
5722461,2112357
5722461,2961254
5736226,1897914
5736226,2337662
5736226,2811858
5736226,5982225
5744279,234670
5757487,234670
5766583,1302430
5768910,1451598
5751693,83791
5747821,2337662
5764707,4773532
5782648,5702892
5782325,18189
5782325,409602
5782325,576470
5782325,3102864
5782325,3332875
5797483,94363
5819498,94363
5830788,234670
5846345,1451598
5860732,1717563
5864101,3400072
5816231,3426431
5923808,94363
5936375,94363
5896728,234670
5914830,1451598
5930248,5116396
5937608,83791
5930248,1425554
5930636,2026123
5930248,2337662
5890781,3034912
5930248,4966088
5923910,464861
5923910,3653026
5956845,131550
5956845,94363
5956845,83791
5956845,1451598
5956845,829426
5956845,652656
5956845,1369349
5956845,1425554
5956845,1654867
5956845,1690940
5956845,1717563
5956845,1952330
5956845,1993528
5956845,2026123
5956845,2120879
5956845,2121380
5956845,2337662
5956845,4248300
5956845,5116396
5956845,3400072
5956845,3626872
5956845,3803575
5956845,4541056
5956845,4549342
5956845,4628993
5956845,4666200
5956845,4966088
5956845,4985099
5956845,5459652
5956845,5705010
5962503,131550
5958342,94363
5960675,94363
5965947,94363
5978673,234670
5978956,169418
5981704,169418
5982225,2337662
5997449,2337662
5982862,3032976
5982225,3803575
5986203,4966088
5994137,4966088
6089016,94363
6071586,234670
6075801,234670
6091707,234670
6035609,2121380
6091672,3034912
6108002,131550
6110078,94363
6110946,1302430
6132779,83791
6132858,83791
6129587,4966088
6139697,94363
6148180,94363
6156821,94363
6173930,94363
6142596,234670
6146720,234670
6156821,4248300
6149295,83791
6173930,83791
6151185,829426
6173930,32161
6173930,169418
6143336,2337662
6151824,2337662
6149295,4589426
6151824,4966088
6154843,4966088
6135091,5459652
6173930,1451598
6173930,829426
6173930,1717563
6173930,1862783
6173930,2228965
6173930,2337662
6173930,3400072
6173930,3626872
6173930,3882770
6173930,4966088
6173930,5664804
6188332,94363
6193723,94363
6181843,234670
6181843,1451598
6182086,1451598
6178222,367109
6188332,1425554
6179126,2337662
6181887,2337662
6175620,4966088
6202962,234670
6199467,83791
6220045,83791
6230419,83791
6226719,564450
6200235,2337662
6213450,2337662
6199184,4773532
6253640,234670
6259581,83791
6236264,2121380
6253640,2337662
6237990,2630812
6245113,3034912
6253196,3034912
6268895,94363
6279171,94363
6295214,94363
6268895,234670
6268895,1451598
6265592,83791
6279734,83791
6268895,2337662
6268033,5115623
6295826,184154
6295826,131550
6295826,83791
6295826,829426
6295826,134664
6295826,652656
6295826,1425554
6295826,1654867
6295826,1690940
6295826,1717563
6295826,2026123
6295826,2120879
6295826,3626872
6295826,3803575
6295826,4541056
6323375,184154
6303760,94363
6314060,1451598
6311024,83791
6320791,83791
6323375,134664
6314296,2121380
6314296,5782325
6323375,4248300
6323375,829426
6323375,1654867
6323375,2120879
6323375,3400072
6323375,3805966
6323375,4298283
6323375,4985099
6331250,94363
6358181,83791
6350039,4666200
6337564,5782325
6367098,94363
6365159,4248300
6401061,83791
6401061,829426
6401061,1016956
6401061,1016956
6401061,1382471
6418693,1717563
6381595,1729613
6360087,2120879
6368606,2121380
6406697,2337662
6399244,2630812
6401061,3400072
6370087,4666200
6370087,5094785
6426685,131550
6425901,94363
6435582,2337662
6426670,4966088
6503672,131550
6491861,94363
6482648,234670
6500062,234670
6502499,83791
6486049,2337662
6520864,234670
6524197,234670
6516175,83791
6523056,83791
6522950,1729613
6521631,2337662
6516820,3803575
6554226,234670
6559159,234670
6548044,1451598
6543680,83791
6567032,83791
6586803,184154
6593359,94363
6596778,234670
6580581,83791
6591279,83791
6592108,83791
6592600,83791
6592108,829426
6634998,131550
6625340,94363
6613175,234670
6644855,234670
6613871,1451598
6646317,2120879
6634094,3733902
6643301,4966088
6667965,94363
6680081,94363
6660775,234670
6670196,234670
6678217,1302430
6682482,1451598
6685198,1451598
6666637,1862783
6724962,94363
6714840,83791
6711127,2337662
6724240,2337662
6729853,2337662
6729853,3034912
6725002,3426431
6711127,3803575
6729853,3803575
6724240,4966088
6729853,4966088
6729853,5603335
6736451,5702892
6729853,5923910
6755135,1451598
6746283,83791
6763030,2121380
6780224,2337662
6786050,94363
6812349,94363
6789586,1451598
6808824,1451598
6799546,83791
6796799,1425554
6799546,1425554
6789586,2337662
6796850,2337662
6809423,2337662
6789326,3629732
6789326,4773532
6832362,1451598
6861271,1637156
6834193,2337662
6834193,4966088
6891867,131550
6892708,94363
6866466,234670
6879302,234670
6884417,234670
6886932,234670
6892204,1451598
6894783,1451598
6905286,1451598
6866951,5116396
6869482,83791
6880911,83791
6916580,234670
6919552,234670
6916580,829426
6919552,2121380
6945796,3032976
6946298,3032976
6955561,94363
6956460,94363
6990578,234670
6955561,4248300
6990731,83791
6966549,2337662
6972402,4666200
6983685,5585414
7010464,131550
6999537,94363
7009149,94363
7009507,94363
7010464,366549
7002151,2337662
7005405,4966088
7036804,2337662
7036819,2337662
7010921,4966088
7055807,94363
7061055,234670
7065088,234670
7055078,1451598
7038962,83791
7038962,829426
7039744,2630812
7041137,3062719
7110515,94363
7082898,1425554
7125874,94363
7132329,94363
7132329,4248300
7148959,94363
7162695,1451598
7164127,32161
7158230,583987
7164127,1425554
7163049,2337662
7186362,3032976
7212114,234670
7204460,83791
7220734,83791
7231447,1369349
7216574,2337662
7219025,4773532
7257458,131550
7239165,94363
7264243,94363
7276333,83791
7257458,2337662
7275605,2337662
7300457,131550
7300829,131550
7321563,131550
7300377,94363
7324785,94363
7309051,234670
7288861,1451598
7308646,2337662
7296789,3426431
7330657,94363
7378773,94363
7380764,94363
7326542,234670
7357600,234670
7361623,234670
7372409,1369349
7352821,1637156
7326542,2337662
7326542,3034912
7354297,3629732
7372409,3629732
7377372,3629732
7361623,4666200
7374632,4666200
7326542,4966088
7419217,131550
7404183,94363
7399576,234670
7404183,1451598
7434505,83791
7426966,2026123
7382237,4628993
7419217,4966088
7449192,131550
7482738,94363
7445337,234670
7454784,234670
7472965,1451598
7478828,829426
7461772,1425554
7476009,1425554
7461772,2337662
7476009,2337662
7476009,3034912
7476009,4966088
7497752,131550
7517922,131550
7501108,234670
7494697,1451598
7491357,83791
7506682,83791
7528861,83791
7490715,3629732
7522860,3710839
7490219,4966088
7532945,131550
7557120,94363
7569803,83791
7532945,366549
7562831,3426431
7562831,4628993
7561682,4966088
7586995,131550
7583333,94363
7579082,83791
7587391,83791
7579082,168661
7579082,829426
7579082,1016956
7574967,664457
7579082,1016956
7574967,1958789
7572140,3803575
7574967,4589426
7644099,184154
7647039,234670
7647039,1451598
7631565,83791
7631565,1016956
7631565,1016956
7631565,1958789
7635354,2337662
7688540,94363
7681414,234670
7696726,234670
7681332,1451598
7694838,1369349
7672331,2337662
7694838,3629732
7681586,4010926
7681586,5094785
7707855,1451598
7707855,83791
7707855,829426
7707855,32161
7707855,169418
7707855,494268
7707855,1369349
7707855,1717563
7707855,1831279
7707855,1862783
7707855,2228965
7707855,2337662
7707855,2630812
7707855,3034912
7707855,3400072
7707855,3626872
7707855,3805966
7707855,3882770
7707855,4298283
7707855,4966088
7707855,4985099
7707855,5459652
7721648,234670
7731875,234670
7734009,1451598
7716441,83791
7714777,1717563
7723741,2337662
7723741,4966088
7784712,94363
7784611,234670
7784611,1451598
7785968,5116396
7775745,83791
7754906,2337662
7768741,2337662
7785968,2337662
7766235,4966088
7831356,94363
7792825,83791
7812617,211630
7831356,1369349
7811082,2337662
7811082,3803575
7790383,4966088
7860630,94363
7861909,94363
7857091,1451598
7847670,2337662
7847670,3034912
7847343,4296145
7887452,131550
7899145,94363
7902524,94363
7897249,1451598
7899145,1451598
7916396,83791
7919250,83791
7925512,83791
7894341,829426
7916755,829426
7893826,2337662
7932191,2337662
7906185,2920564
7887452,3034912
7902702,3155269
7902702,4628993
7902702,4666200
7897886,4966088
7917854,5094785
7902702,5923910
7964376,131550
7932745,94363
7957749,94363
7960934,94363
7954611,234670
7972288,1451598
7966505,83791
7937876,829426
7964376,366549
7964376,1862783
7941633,3400072
7993379,94363
7976732,234670
8005542,1654867
7993806,1729613
7980305,2026123
7974856,2121380
7974857,2121380
8006952,2121380
7973840,2223756
8006165,2337662
8009396,2337662
7999762,3034912
8009396,3034912
8006165,3803575
8031035,94363
8054557,94363
8071892,234670
8066871,1451598
8073232,1451598
8040825,83791
8068980,83791
8050040,2337662
8052680,2337662
8044701,3887553
8091736,94363
8125369,94363
8128377,234670
8128377,1451598
8128377,83791
8080735,211630
8077459,2337662
8079028,2337662
8128377,2337662
8107299,3426431
8077459,4966088
8087142,5094785
8187297,131550
8160926,94363
8184873,1717563
8170137,3629732
8199214,94363
8211956,234670
8246327,234670
8199214,1451598
8250828,83791
8219378,2337662
8231155,2337662
8231155,4966088
8233887,5702892
8312965,131550
8270201,94363
8278286,234670
8279499,1451598
8258979,2337662
8289580,2337662
8281287,3629732
8309508,3639523
8304225,3803575
8297096,4966088
8318414,131550
8337755,94363
8346059,94363
8366605,94363
8325151,234670
8337755,1451598
8346059,1451598
8352117,1451598
8355153,1451598
8343370,4248300
8354842,134664
8346059,2337662
8402204,131550
8381092,234670
8402204,234670
8402804,234670
8417308,234670
8402204,1451598
8402204,4248300
8394274,83791
8405819,2337662
8402204,2365075
8402204,4966088
8404617,4966088
8480806,131550
8440685,94363
8454408,83791
8456355,169418
8535195,131550
8513208,94363
8541010,94363
8515678,234670
8525785,234670
8539611,5116396
8507286,83791
8521184,83791
8522497,83791
8530189,829426
8515678,2121380
8520957,2337662
8494464,3887553
8566280,234670
8591038,83791
8614094,3034912
8644316,94363
8648869,94363
8674969,94363
8681504,83791
8631494,1958789
8631315,2121380
8697118,94363
8714708,94363
8715176,94363
8691463,1302430
8699304,1451598
8691463,83791
8735083,94363
8739667,94363
8744077,94363
8756429,94363
8757353,94363
8767186,94363
8769645,94363
8757353,4248300
8735328,83791
8763387,2337662
8822580,234670
8794427,1451598
8794427,5116396
8773586,83791
8803471,3032976
8815439,3032976
8814405,4628993
8794427,4966088
8796084,4966088
8885905,94363
8913866,1451598
8839210,83791
8910011,83791
8933103,2121380
8902969,3034912
9050000,94363
9053892,94363
8974378,83791
9035114,83791
9050998,83791
9029440,2337662
9104069,94363
9066715,234670
9083913,234670
9089755,83791
9112957,1729613
9062539,4628993
9062539,4666200
9116664,4966088
9195630,94363
9194878,83791
9163232,829426
9129982,2121380
9190203,2337662
9194878,2337662
9194878,3034912
9197002,3400072
9194878,4966088
9211479,1451598
9216456,564450
9211479,2337662
9211857,2337662
9225731,3034912
9225993,4985099
9313069,94363
9311201,234670
9313069,1451598
9300448,83791
9314669,83791
9280111,2337662
9313035,2337662
9313035,3426431
9317999,94363
9332490,234670
9365004,234670
9332490,83791
9331644,133818
9365004,2337662
9365004,3803575
9394863,94363
9404584,94363
9413031,83791
9403701,1654867
9416410,1729613
9380671,2337662
9410722,4966088
9497387,94363
9434425,234670
9478732,234670
9450381,5116396
9484987,1425554
9450381,2337662
9449185,4966088
9494686,4966088
9538482,131550
9519304,94363
9550262,94363
9559221,94363
9518684,234670
9521637,1451598
9538482,83791
9556435,829426
9548128,2121380
9528525,2337662
9538482,2337662
9572924,83791
9572454,2337662
9610082,2337662
9641546,131550
9652543,131550
9644763,94363
9672551,234670
9629964,1302430
9652543,366549
9652543,2337662
9661984,3426431
9703931,94363
9711253,94363
9692570,234670
9757974,1451598
9713421,5116396
9719302,2026123
9713421,2337662
9723068,2337662
9725788,2337662
9713421,4966088
9753720,5094785
9783890,131550
10002895,131550
9890882,94363
10001911,234670
10002895,234670
9873591,1451598
10002895,1451598
10002895,83791
10002895,829426
9818876,2337662
10002895,2337662
10003090,3034912
10003464,131550
10006746,131550
10003393,94363
10004445,94363
10003596,1451598
10003697,83791
10005109,83791
10003464,2337662
10008471,2337662
10007205,5094785
10014253,94363
10018161,94363
10011379,234670
10017257,234670
10022062,234670
10025969,234670
10018052,1451598
10019144,1451598
10011379,2337662
10019144,2337662
10021928,4966088
10032560,94363
10032561,94363
10054887,234670
10037330,5116396
10031158,83791
10031160,83791
10036436,168661
10071744,94363
10101635,3032976
10108584,4966088
10157112,131550
10131364,94363
10159242,94363
10155693,5116396
10157112,175863
10145221,2337662
10155689,2337662
10155690,2337662
10155691,2337662
10155692,2337662
10155693,2337662
10155689,3034912
10155692,3034912
10155689,3803575
10155692,3803575
10125272,4296145
10155689,4966088
10142897,5094785
10166967,94363
10197189,94363
10197189,234670
10165149,1451598
10200047,1451598
10164925,83791
10173015,2337662
10200047,2337662
10173015,3034912
10201892,3636380
10180864,3639523
10166889,4966088
10255214,234670
10247160,1451598
10241425,83791
10227416,2337662
10255059,2337662
10232524,3887553
10236771,4541056
10228951,4666200
10228952,4666200
10281050,5116396
10297367,83791
10315268,83791
10281050,1425554
10281050,2337662
10302920,2337662
10313846,2337662
10309595,2572921
10281050,4966088
10346997,94363
10372049,1451598
10349238,5702892
10425231,94363
10428329,94363
10391439,1451598
10405608,1637156
10391808,2337662
10391808,3034912
10391808,3803575
10419762,3882770
10401921,4966088
10428329,1451598
10428329,1344265
10428329,1369349
10428329,1717563
10428329,2337662
10428329,3034912
10428329,3400072
10428329,3803575
10429619,3034912
10428329,4541056
10428329,4628993
10430274,4966088
10428329,4985099
10428329,5705010
10489133,1451598
10452169,83791
10462283,2337662
10463925,4966088
10533018,94363
10547023,94363
10544774,1302430
10562066,83791
10501202,829426
10513179,829426
10529489,2026123
10515593,3034912
10625499,94363
10605075,2337662
10617637,2337662
10637451,3032976
10603925,4628993
10683051,94363
10667389,1425554
10667389,2337662
10663752,4666200
10667389,4966088
10732192,94363
10743756,94363
10712470,234670
10703185,829426
10778461,234670
10825661,236241
10792000,2337662
10814654,2337662
10797151,4549342
10775219,5094785
10832535,234670
10842922,234670
10825661,829426
10852961,664457
10827944,1425554
10839615,2121380
10825661,3034912
10825661,4298283
10838833,5702892
10881705,131550
10894838,131550
10866469,94363
10891023,1451598
10901506,83791
10866150,2337662
10964809,94363
10966314,1425554
10965927,2121380
10983469,94363
10988011,94363
10991747,94363
11007129,94363
11018783,94363
11007129,83791
11014563,1425554
11014563,2337662
11007513,2630812
11014563,4966088
11036278,94363
11074014,94363
11039397,83791
11039397,829426
11039397,1016956
11039397,1016956
11095362,131550
11110789,131550
11122745,94363
11135554,1451598
11135554,1717563
11135554,2121380
11092545,2337662
11108671,4966088
11135554,5459652
11185153,234670
11150088,83791
11195296,133818
11195268,2337662
11195268,3803575
11146717,4773532
11195268,4966088
11216702,234670
11218653,2337662
11218653,3034912
11249412,4966088
11295666,94363
11333753,94363
11309649,234670
11312930,234670
11355770,234670
11333753,4248300
11316823,83791
11363522,83791
11327293,2337662
11327293,4966088
11411448,1451598
11416026,4966088
11436674,94363
11435523,83791
11435524,83791
11430064,1425554
11419125,2121380
11440721,5116396
11443025,83791
11452889,2026123
11448208,2337662
11549150,234670
11554044,829426
11512548,1425554
11528099,2337662
11502798,4666200
11626268,94363
11591787,234670
11591729,5116396
11603469,1425554
11591729,2337662
11593339,3032976
11600496,3034912
11627864,94363
11647641,234670
11699241,234670
11685039,829426
11636496,1637156
11628915,4966088
11723651,94363
11729138,1451598
11757353,1451598
11755925,83791
11751492,829426
11757353,2337662
11776058,234670
11781815,234670
11782350,234670
11782951,1451598
11790493,2121380
11786212,2337662
11827728,4966088
11790817,4985099
11846344,234670
11890049,234670
11846344,1451598
11841956,564450
11854987,1369349
11841956,2396614
11879040,2630812
11890049,2121380
11890049,3034912
11890049,3626872
11890049,3803575
11890049,4985099
11895604,234670
11912297,234670
11926490,234670
11924777,2337662
12021033,94363
11972417,829426
11978185,3034912
12093971,94363
12117717,94363
12065581,234670
12110803,1451598
12077849,83791
12083001,83791
12110417,2337662
12045423,4966088
12058287,4966088
12141567,94363
12132951,234670
12138538,234670
12157580,83791
12172724,83791
12190052,83791
12183029,1425554
12125001,1799150
12172724,2337662
12183029,2337662
12173248,4628993
12149820,4773532
12172724,4966088
12183029,4966088
12190052,4966088
12229979,94363
12247980,234670
12298642,234670
12283513,1302430
12225780,1451598
12229979,4248300
12246584,83791
12222229,1369349
12237217,2337662
12218355,4966088
12370267,234670
12345038,2337662
12302039,4966088
12394624,94363
12413727,234670
12413727,1451598
12409137,2630812
12448901,4628993
12441329,5722461
12511908,94363
12639391,94363
12486063,234670
12560548,1451598
12535143,2121380
12559881,2337662
12510892,3032976
12651504,94363
12702940,1451598
12702940,2228965
12681176,2337662
12681176,3034912
12832821,94363
12892222,94363
13105761,94363
12960710,234670
12811054,2337662
13199517,2337662
13164871,3034912
13126192,4985099
13232496,94363
13228549,83791
13242449,2337662
13290946,2337662
13226558,3882770
13313172,5702892
13330706,94363
13330706,83791
13329384,4966088
13330706,131550
13330706,829426
13330706,652656
13330706,1451598
13330706,1369349
13330706,1425554
13330706,1654867
13330706,1690940
13330706,1717563
13330706,1952330
13330706,1993528
13330706,2026123
13330706,2120879
13330706,2121380
13330706,2337662
13330706,4248300
13330706,3400072
13330706,3626872
13330706,3803575
13330706,4541056
13330706,4549342
13330706,4628993
13330706,4666200
13330706,4966088
13330706,4985099
13330706,5116396
13330706,5459652
13330706,5705010
13354785,94363
13379931,2337662
13377296,2572921
13546204,131550
13656955,94363
13491236,83791
13546204,366549
13546204,2337662
13668115,234670
13685292,234670
13664989,169418
13699491,2223756
13703423,4966088
14885334,94363
14050328,83791
14262745,83791
14767667,2026123
14739577,3882770
14050328,4966088
17043379,94363
17955815,1425554
16651926,2337662
15878812,4773532
18868763,184154
18868763,4248300
18868763,829426
18868763,134664
18868763,1654867
18868763,2120879
18868763,3805966
18868763,4298283
18868763,4985099
19790496,1425554
22168247,2121380
22168247,2396614
22168247,3034912
22207203,2572921
22168247,4298283
24011361,94363
24418260,234670
23286506,5116396
22801354,2337662
22801354,4628993
22955268,4966088
24634550,94363
26182802,234670
26969892,234670
24970685,83791
25454915,1425554
24575741,2337662
25531661,2337662
28137942,94363
28515098,1451598
28354331,83791
30368840,234670
30100636,83791
30353720,83791
30389263,83791
30413118,564450
30413118,1637156
30413118,1654867
30413118,1831279
30413118,2228965
30413118,2711273
30413118,3605766
30413118,3626872
30468971,234670
30453453,83791
30446073,3032976
30414821,4298283
30414821,4666200
30447495,4966088
30414821,5782325
30588581,131550
30485430,2337662
30512191,3034912
30661397,94363
30677572,1451598
30677572,1425554
30677572,2121380
30677572,2396614
30677504,3034912
30677572,3034912
30718130,1451598
30677572,3803575
30677572,4298283
30677572,4666200
30742273,4666200
30867426,3032976
30795408,4773532
30809501,4773532
30888056,2223756
30888056,2396614
30890486,4298283
30912664,94363
31037244,94363
30940088,83791
30940088,829426
31046793,3032976
30988651,4966088
31202768,94363
31204478,94363
31204558,94363
31166340,234670
31057613,5116396
31187495,5116396
31195374,829426
31057613,2337662
31187495,2337662
31070778,3032976
31187495,3034912
31057613,4666200
31211284,94363
31293639,94363
31374637,1302430
31374637,83791
31209927,829426
31374637,664457
31374637,4589426
31374637,5459652
31534997,184154
31534997,134664
31534997,2120879
31479039,2121380
31397442,3032976
31534997,4248300
31566124,83791
31565802,120062
31565802,169418
31565802,175863
31534997,4298283
31534997,4985099
31568886,32161
31568886,1425554
31657763,94363
31652441,83791
31609410,564450
31653565,2337662
31575773,4666200
31721077,234670
31721078,234670
31721079,234670
31821008,664457
31726202,1425554
31726202,2337662
31873970,2337662
31726202,3034912
31688557,3811335
31836461,3882770
31726202,4966088
31938273,1425554
31956735,1425554
31956736,1425554
32000484,2337662
32000485,2337662
32000485,3034912
31980488,3426431
32009504,4966088
32043784,5116396
32032187,3034912
32074614,4628993
32043784,4966088
32044727,5094785
32060714,5603335
32094156,5702892
